name,category,details_url,rating_stars,address,opening_status,corona_status,email,phone,website,book_a_table
Le Nouveau Monde,"Restaurant, Pizzeria, Bar, Italian cuisine, Restaurants according to speciality, Pizza Take Away",https://www.local.ch/en/d/uvrier/1958/restaurant/le-nouveau-monde-fbm4wsDb-1ZddoKQjGBzOQ?dwhat=Pizza+Take+Away&dwhere=Switzerland,4.6,"Route d'Italie 115, 1958 Uvrier",Currently closed,,,027 346 38 28,http://www.nouveau-monde.ch,
New Point,"Restaurant, Kebab Döner, Pizza Take Away, Oriental cuisine, Restaurants according to speciality",https://www.local.ch/en/d/zuerich/8004/restaurant/new-point-aF-xIUpHgSOsoRM-QA73hw?dwhat=Pizza+Take+Away&dwhere=Switzerland,3.0,"Albisriederplatz 5, 8004 Zürich",,,,043 311 12 12,http://www.new-points.ch,
Pizza 'La Piazza',"Pizza Take Away, Pizzeria, Pizza delivery, Takeout",https://www.local.ch/en/d/solduno/6600/pizza-take-away/pizza-la-piazza-RfH9agZChHK-RuTo-b91oA?dwhat=Pizza+Take+Away&dwhere=Switzerland,4.3,"Piazza Solduno 3, 6600 Solduno",Currently closed,,,091 752 02 20,http://www.pizza-lapiazza.ch,
MU-Food Sàrl,"Takeout, Caterer, Restaurant, Vegetarian cuisine, Restaurants according to speciality",https://www.local.ch/en/d/geneve/1202/takeout/mu-food-sarl-TVxmb5GX5RR-nnOK3HPTaw?dwhat=Vegetarian+Cuisine&dwhere=Switzerland,5.0,"Rue de Lausanne 59, 1202 Genève",Currently closed,,contact@mu-food.ch,079 344 56 86,http://www.mu-food.ch,
Grutli,"Restaurant, Vegetarian cuisine, Restaurants according to speciality, Vegan cuisine",https://www.local.ch/en/d/geneve/1204/restaurant/grutli-k83xhdo1E1W79NseLybb8A?dwhat=Vegetarian+Cuisine&dwhere=Switzerland,4.9,"Rue du Général-Dufour 16, 1204 Genève",,,,,http://www.cafedugrutli.ch,
Baldelli's Catering und Events,"Catering, Banquet, Wedding",https://www.local.ch/en/d/erlenbach-zh/8703/catering/baldelli-s-catering-und-events-NV8vbCPPkomroCepB-KB8Q?dwhat=Catering&dwhere=Switzerland,,"Seestrasse 77, 8703 Erlenbach ZH",,,,076 386 04 94,http://www.baldellis-catering.ch,https://baldellis-catering.ch/kontakt
Bayleaf - Gourmet Indian Restaurant,"Indian cuisine, Restaurants according to speciality, Catering, Takeout, Restaurant",https://www.local.ch/en/d/basel/4055/indian-cuisine/bayleaf-gourmet-indian-restaurant-cpLItobp-4X0Epj-dyktEA?dwhat=Catering&dwhere=Switzerland,4.7,"Spalenring 163, 4055 Basel",Currently closed,,Bayleaf163@gmail.com,061 271 03 47,http://www.bayleafrestaurant.ch,
Beckenburg das Restaurant,"Restaurant, Catering",https://www.local.ch/en/d/schaffhausen/8200/restaurant/beckenburg-das-restaurant-wg--LgRRkIf8wiVbZVIJjg?dwhat=Catering&dwhere=Switzerland,4.6,"Neustadt 1, 8200 Schaffhausen",Currently closed,,info@beckenburg.ch,052 620 12 12,http://www.beckenburg.ch,https://mytools.aleno.me/reservations/v2.0/reservations.html?k=eyJrIjoid2l2dTVrM2lsNm15cnBiOWlwdzZ4bmViajhycnVkaWRpZ280bGZwODBsbzlhNGlweTEiLCJyIjoiaGp1RXVUbXRCd0t5aXN3dXoiLCJzIjoiaHR0cHM6Ly9teXRvb2xzLmFsZW5vLm1lLyJ9&alenoCampaign=Local
Café Restaurant Domino GmbH,"Restaurant, Takeout, Catering",https://www.local.ch/en/d/bern/3011/restaurant/cafe-restaurant-domino-gmbh-90CwD1BTvvBBqjWO-grDGA?dwhat=Catering&dwhere=Switzerland,4.3,"Schwanengasse 3, 3011 Bern",Currently closed,,restaurant_domino@outlook.com,031 311 41 91,http://www.domino-bern.ch,https://domino-bern.ch/reservationen-tisch-reservierung
Catering&Consulting Fabrizo Fabi,"Catering, Hotel",https://www.local.ch/en/d/st-moritz/7500/catering/catering-consulting-fabrizo-fabi-tV_a1QmW4hYR4CJpBWNViw?dwhat=Catering&dwhere=Switzerland,5.0,"Via Signuria 10, 7500 St. Moritz",Open now until 23:00,,,081 525 53 55,https://www.catering-consulting.ch,https://www.booking.com/hotel/ch/b-amp-b-fabi.it.html?label=gen173nr-1DCAsoLEIMYi1hbXAtYi1mYWJpSBRYBGgsiAEBmAEUuAEYyAEM2AED6AEB-AEDiAIBqAIEuALO_aPsBcACAQ;sid=0311e934492bda05c8899ba8abd8d7cd;dist=0&keep_landing=1&sb_price_type=total&type=total&
Cèdre-Bellevue,"Restaurant, Oriental cuisine, Restaurants according to speciality, Takeout, Catering",https://www.local.ch/en/d/zuerich/8001/restaurant/cedre-bellevue-8Cq_bQt-BZ-IsW7dI71FnA?dwhat=Catering&dwhere=Switzerland,4.8,"Schifflände 5, 8001 Zürich",Currently closed,,,044 252 83 70,http://www.libanesisch.ch,
Ceresio,"Hotel, Restaurant, Catering, Conference facilities",https://www.local.ch/en/d/lugano/6900/hotel/ceresio-5jUxq79dX-GxZWCj8NQzig?dwhat=Catering&dwhere=Switzerland,5.0,"Via Serafino Balestra 19, 6900 Lugano",Open now until 21:00,,,091 923 10 44,http://www.hotelceresio.ch,
Gasthof Kreuz Egerkingen,"Hotel, Restaurant, Catering service, Wedding, Seminar, Catering",https://www.local.ch/en/d/egerkingen/4622/hotel/gasthof-kreuz-egerkingen-dTHYhGYqqU35OMgdayI05Q?dwhat=Catering&dwhere=Switzerland,4.4,"Oltnerstrasse 11, 4622 Egerkingen",Currently closed,,,062 398 03 33,http://www.kreuz.ch,
Gasthütte Zoll-Huus,"Restaurant, Banquet, Catering",https://www.local.ch/en/d/huenenberg/6331/restaurant/gasthuette-zoll-huus-G8ji4B0CrAiJ7GfpfekRng?dwhat=Catering&dwhere=Switzerland,4.6,"Zollweid 2, 6331 Hünenberg",Currently closed,,info@zoll-huus.ch,041 780 11 09,http://www.zoll-huus.ch,
Restaurant Maxi Boule,"Restaurant, Turkish cuisine, Restaurants according to speciality",https://www.local.ch/en/d/renens-vd/1020/restaurant/restaurant-maxi-boule-pHFVS_1F8uALN05FCvZmsw?dwhat=Turkish+Cuisine&dwhere=Switzerland,5.0,"Chemin du Chêne 7C, 1020 Renens VD",,,,,http://www.maxiboule.ch,
Casino,"Hotel, Restaurant, Bar",https://www.local.ch/en/d/sierre/3960/hotel/casino-GojACz2uvLTVqOrO6v7tmw?dwhat=Bar&dwhere=Switzerland,4.3,"Avenue Général-Guisan 19, 3960 Sierre",Open now until 00:00,,casinosierre@bluewin.ch,027 451 23 93,http://www.hotelcasinosierre.ch,
Altavilla,"Hotel, Restaurant, Bar, Bed and Breakfast, Banquet",https://www.local.ch/en/d/poschiavo/7742/hotel/altavilla-W5MBIOQG7lWthLhzxWtWFg?dwhat=Bar&dwhere=Switzerland,4.8,"Via da Zurcà 27, 7742 Poschiavo",Open now until 23:00,,,081 844 01 67,http://www.altavilla.ch,
Antica Locanda Lessy 1911,"Restaurant, Bar, Banquet",https://www.local.ch/en/d/gnosca/6525/restaurant/antica-locanda-lessy-1911-SiCZUooolCxG0e_7_Akffg?dwhat=Bar&dwhere=Switzerland,5.0,"Via San Giovan 5, 6525 Gnosca",Currently closed,,anticalocandalessy@gmail.com,091 829 24 51,http://www.facebook.com/LocandaLessy,
Arthur's rivegauche,"Restaurant, Bar",https://www.local.ch/en/d/geneve/1204/restaurant/arthur-s-rivegauche-gYowyhbpZ8dfuFZfaemvHQ?dwhat=Bar&dwhere=Switzerland,2.7,"Rue du Rhône 7, 1204 Genève",Currently closed,,rivegauche@arthurs.ch,022 810 32 60,http://www.arthurs.ch/restaurants/arthurs-rivegauche,
Backstage Hotel Vernissage,"Hotel, Bar",https://www.local.ch/en/d/zermatt/3920/hotel/backstage-hotel-vernissage-1Z4bKHh4bDVpRWeWF28jng?dwhat=Bar&dwhere=Switzerland,,"Hofmattstrasse 4, 3920 Zermatt",,,info@backstagehotel.ch,027 966 69 70,http://www.backstagehotel.ch,http://www.backstagehotel.ch/de/backstage-hotel/zimmer/standart
Bar le Bowling,"Bar, Bowling alley, Darts, Billiards, Pétanque",https://www.local.ch/en/d/crans-montana/3963/bar/bar-le-bowling-eA6m2r-dVc6but7Q2ZQDWg?dwhat=Bar&dwhere=Switzerland,5.0,"Route du Rawyl 42, 3963 Crans-Montana",,,barlebowling@netplus.ch,027 481 50 50,http://www.lebowling.ch,
Baur's,"Bar, Restaurant",https://www.local.ch/en/d/zuerich/8001/bar/baur-s-jspjVLJOSl29aDi3VNmxVw?dwhat=Bar&dwhere=Switzerland,5.0,"Börsenstrasse, 8001 Zürich",Currently closed,,info@baurs-zurich.ch,044 220 50 60,http://www.baurs-zurich.ch,
Beau-Site,"Hotel, Restaurant, Bar",https://www.local.ch/en/d/zermatt/3920/hotel/beau-site-yBWosk-8DW95zQi0S1YNAQ?dwhat=Bar&dwhere=Switzerland,5.0,"Brunnmattgasse 9, 3920 Zermatt",Open now until 23:00,,info@parkhotel-beausite.ch,027 966 68 68,http://www.parkhotel-beausite.ch,https://www.parkhotel-beausite.ch
Bergrestaurant Alpstubli,"Restaurant, Bar",https://www.local.ch/en/d/beckenried/6375/restaurant/bergrestaurant-alpstubli-V987jTf99DE72l_mZBvMuA?dwhat=Bar&dwhere=Switzerland,,"Sunnigrain 11, 6375 Beckenried",Currently closed,,info@alpstubli-klewenalp.ch,041 620 31 44,http://www.alpstubli-klewenalp.ch,
Bistro / Restaurant CAT's Corner,"Restaurant, Bar",https://www.local.ch/en/d/kloten/8302/restaurant/bistro-restaurant-cat-s-corner-jMqVGXSUTXAp7_XI2Jn4tw?dwhat=Bar&dwhere=Switzerland,4.5,"Bimenzältenstrasse GAC, 8302 Kloten",Currently closed,,,043 818 97 63,http://www.cat-aviation.com/de/cats-corner.html,
A-NAM,"Thai cuisine, Restaurants according to speciality, Restaurant, Grocery store, Takeout, Caterer, Catering service, Banquet",https://www.local.ch/en/d/geneve/1205/thai-cuisine/a-nam-Vwi4UkCKJtKy-sXJBpBUvw?dwhat=Thai+Cuisine&dwhere=Switzerland,4.7,"Boulevard de Saint-Georges 66, 1205 Genève",Currently closed,,,022 329 49 44,http://www.a-nam.ch,
Bamboo Delivery,"Takeout, Thai cuisine, Restaurants according to speciality, Home delivery service",https://www.local.ch/en/d/erlenbach-zh/8703/takeout/bamboo-delivery-Xl1sMEDVuIz8e9wfMr01mw?dwhat=Thai+Cuisine&dwhere=Switzerland,5.0,"Seestrasse 77, 8703 Erlenbach ZH",Currently closed,,,043 833 06 77,https://bamboo-delivery.ch/erlenbach/asiatisch,https://bamboo-delivery.ch/warenkorb
Chawi's Malanser Stube,"Restaurant, Thai cuisine, Restaurants according to speciality",https://www.local.ch/en/d/malans-gr/7208/restaurant/chawi-s-malanser-stube-puc7IQHemohhd0hqtiX4kQ?dwhat=Thai+Cuisine&dwhere=Switzerland,3.9,"Karlihofstrasse 2, 7208 Malans GR",Currently closed,,info@chawis-malanserstube.ch,081 322 40 61,http://www.chawis-malanserstube.ch,
Hot Wok,"Restaurant, Catering, Takeout, Chinese cuisine, Restaurants according to speciality, Thai cuisine, Indian cuisine, Japanese cuisine",https://www.local.ch/en/d/regensdorf/8105/restaurant/hot-wok-0WgQmPQL54_F5X3p-TPrNw?dwhat=Thai+Cuisine&dwhere=Switzerland,4.3,"Roosstrasse 40, 8105 Regensdorf",Currently closed,,info@hotwok.ch,044 840 54 07,http://www.hotwok.ch,https://booking.localsearch.ch/bookings/hot-wok-gmbh/locations?locale=de-CH&origin=standalone
Joy's Thai Restaurant,"Thai cuisine, Restaurants according to speciality, Takeout, Restaurant, Catering, Home delivery service",https://www.local.ch/en/d/solothurn/4500/thai-cuisine/joy-s-thai-restaurant-rWVvq3wlVBkGz4lfiULHlA?dwhat=Thai+Cuisine&dwhere=Switzerland,5.0,"Oberer Winkel 7, 4500 Solothurn",Currently closed,,pranee@gmx.ch,032 622 33 06,https://www.joys-thai.ch,
Lanna Thai,"Thai cuisine, Restaurants according to speciality, Restaurant",https://www.local.ch/en/d/geneve/1202/thai-cuisine/lanna-thai-nQMPWinBb7vBFT3Uj4Q9Ow?dwhat=Thai+Cuisine&dwhere=Switzerland,5.0,"Avenue Blanc 42, 1202 Genève",Currently closed,,,022 741 23 50,http://www.lannathai.ch,https://www.lannathai.ch
Le Duo Thaï & Sushi,"Sushi, Japanese cuisine, Restaurants according to speciality, Takeout, Thai cuisine, Restaurant",https://www.local.ch/en/d/lausanne/1005/sushi/le-duo-thai-sushi-ea5NBNkwVw6KYl-9Npj8uA?dwhat=Thai+Cuisine&dwhere=Switzerland,4.7,"Rue Mathurin-Cordier 13, 1005 Lausanne",Currently closed,,,021 324 02 02,http://www.le-duo.ch,
Le Rallye,"Restaurant, Hotel, Takeout, Thai cuisine, Restaurants according to speciality, French cuisine, Sushi",https://www.local.ch/en/d/bulle/1630/restaurant/le-rallye-G0ejlXFJXd82F15Y7s9pjw?dwhat=Thai+Cuisine&dwhere=Switzerland,4.5,"Route de Riaz 16, 1630 Bulle",Open now until 23:30,,welcome@hotelrallye.ch,026 919 80 40,https://www.hotelrallye.ch/fr#,
LY'S ASIA,"Restaurant, Chinese cuisine, Restaurants according to speciality, Thai cuisine, Japanese cuisine, Takeout",https://www.local.ch/en/d/zuerich/8005/restaurant/ly-s-asia-1yn3dxRFxQ7vSTsaTjimJQ?dwhat=Thai+Cuisine&dwhere=Switzerland,4.3,"Zahnradstrasse 21, 8005 Zürich",Currently closed,,contact@lys-asia.ch,044 999 08 08,https://www.lys-asia.ch,
Ming Xuan,"Restaurant, Thai cuisine, Restaurants according to speciality, Chinese cuisine",https://www.local.ch/en/d/lausanne/1003/restaurant/ming-xuan-6Y81-znvajzLOOx2JXlETg?dwhat=Thai+Cuisine&dwhere=Switzerland,4.4,"Rue Caroline 5, 1003 Lausanne",Currently closed,,,021 323 89 10,http://www.mingxuan-resto.ch,
Au détour,"Restaurant, Portuguese cuisine, Restaurants according to speciality",https://www.local.ch/en/d/la-chaux-de-fonds/2300/restaurant/au-detour-caYYJUq5Xmza9qVbsw4kow?dwhat=Portuguese+Cuisine&dwhere=Switzerland,4.8,"Rue du Progrès 37, 2300 La Chaux-de-Fonds",Currently closed,,,032 914 01 61,http://www.audetour.ch,http://audetour.ch/contact.html
Restaurant Alten Löwen,"Restaurant, Swiss cuisine, Restaurants according to speciality, Italian cuisine, Midday table",https://www.local.ch/en/d/zuerich/8006/restaurant/restaurant-alten-loewen-c7cMiFxw1uc9_3UnmxjYrw?dwhat=Swiss+Cuisine&dwhere=Switzerland,4.3,"Universitätstrasse 111, 8006 Zürich",Currently closed,,info@altenloewen.ch,043 343 11 69,http://www.altenloewen.ch,https://altenloewen.ch/reservation
Le Tsalè,"Restaurant, Cheese specialties, Swiss cuisine, Restaurants according to speciality, Banquet",https://www.local.ch/en/d/les-paccots/1619/restaurant/le-tsale-yo0xO2B2SA9xVTp6n3w1IA?dwhat=Swiss+Cuisine&dwhere=Switzerland,4.8,"Route des Dailles 15, 1619 Les Paccots",Currently closed,,,,http://www.tsale.ch/fr,
Al Ponte - Restaurant Pizzeria Terrasse,"Restaurant, Pizzeria, Takeout, Banquet, Swiss cuisine, Restaurants according to speciality, Italian cuisine",https://www.local.ch/en/d/adliswil/8134/restaurant/al-ponte-restaurant-pizzeria-terrasse-OlwGf8T0Dya9-TQmqYqcFA?dwhat=Swiss+Cuisine&dwhere=Switzerland,4.9,"Kronenstrasse 4, 8134 Adliswil",Currently closed,,info@alponte-adliswil.ch,044 709 05 45,http://www.alponte-adliswil.ch,
Anker,"Restaurant, Swiss cuisine, Restaurants according to speciality",https://www.local.ch/en/d/sutz/2572/restaurant/anker-zcCuMFM_DuApxHHpy0JT9g?dwhat=Swiss+Cuisine&dwhere=Switzerland,4.7,"Hauptstrasse 4, 2572 Sutz",Currently closed,,anker.sutz@bluewin.ch,032 397 11 64,http://www.anker-sutz.ch,http://www.anker-sutz.ch/kontakt
Au Petit Chalet,"Restaurant, Swiss cuisine, Restaurants according to speciality",https://www.local.ch/en/d/geneve/1201/restaurant/au-petit-chalet-ItfFwtagbEGv4yAbmOtnSg?dwhat=Swiss+Cuisine&dwhere=Switzerland,3.0,"Rue Chaponnière 14, 1201 Genève",Currently closed,,booksite@aupetitchalet.ch,022 732 69 79,http://www.aupetitchalet.ch,
Auberge du Château,"Restaurant, Pizzeria, Swiss cuisine, Restaurants according to speciality, Banquet",https://www.local.ch/en/d/ependes-fr/1731/restaurant/auberge-du-chateau-hobE-4Bea_7sVmEtAKdLJA?dwhat=Swiss+Cuisine&dwhere=Switzerland,4.8,"Au Village 16, 1731 Ependes FR",Currently closed,,info@auberge-ependes.ch,026 413 28 34,https://www.auberge-ependes.ch,
Aux Trois Amis,"Restaurant, Swiss cuisine, Restaurants according to speciality",https://www.local.ch/en/d/ligerz/2514/restaurant/aux-trois-amis-3HJqKS0ibyaqUkw9BCpElQ?dwhat=Swiss+Cuisine&dwhere=Switzerland,4.6,"Untergasse 17, 2514 Ligerz",Currently closed,,,032 315 11 44,http://www.aux3amis.ch,
Avena,"Restaurant, Swiss cuisine, Restaurants according to speciality",https://www.local.ch/en/d/zermatt/3920/restaurant/avena-oELDBgxHr2BeXD_i-wBDuA?dwhat=Swiss+Cuisine&dwhere=Switzerland,4.0,"Steinmattstrasse 53, 3920 Zermatt",Currently closed,,,027 967 83 33,http://www.avena-zermatt.ch,http://www.avena-zermatt.ch/contact.php
Bar-Restaurant Krone/ Güggeli Oase,"Restaurant, Swiss cuisine, Restaurants according to speciality",https://www.local.ch/en/d/birmensdorf-zh/8903/restaurant/bar-restaurant-krone-gueggeli-oase-kyDj_LApV77EcWzwqIIl8g?dwhat=Swiss+Cuisine&dwhere=Switzerland,4.9,"Stallikonerstrasse 41, 8903 Birmensdorf ZH",,,krone@gueggeli.ch,044 777 79 74,http://www.gueggeli.ch,https://booking.localsearch.ch/bookings/bar-restaurant-krone/services?locale=de-CH&origin=standalone
Bäse Wirtschaft,"Restaurant, Swiss cuisine, Restaurants according to speciality",https://www.local.ch/en/d/ranflueh/3439/restaurant/baese-wirtschaft-X5KqeenUM2UnxO_Mh2mQYg?dwhat=Swiss+Cuisine&dwhere=Switzerland,5.0,"Ranflühberg 1169, 3439 Ranflüh",Currently closed,,,034 496 86 17,http://www.baesewirtschaft.ch,
Stella,"Hotel, Restaurant",https://www.local.ch/en/d/orselina/6644/hotel/stella-L4qVgJASMwAYO0ZhhNVLNg?dwhat=Restaurant%26page%3D2&dwhere=Switzerland,5.0,"Via al Parco 14, 6644 Orselina",Currently closed,,info@hotelstella.ch,091 743 66 81,http://www.hotelstella.ch,https://tbooking.toubiz.de/TDS00020010328502494/tbooking?globalReset=1&lang=de
Casa Aurelio,"Restaurant, Spanish cuisine, Restaurants according to speciality",https://www.local.ch/en/d/zuerich/8005/restaurant/casa-aurelio-bdv05Wgq4l-DXtUtfuDMnQ?dwhat=Spanish+Cuisine&dwhere=Switzerland,3.8,"Langstrasse 209, 8005 Zürich",Currently closed,,,044 272 77 44,https://casaaurelio.ch/de,https://casaaurelio.ch/de/reservation
Restaurant Emilio Weinhandlung AG,"Restaurant, Spanish cuisine, Restaurants according to speciality",https://www.local.ch/en/d/zuerich/8004/restaurant/restaurant-emilio-weinhandlung-ag-Qh87cFuRbqgG70GApIGgEA?dwhat=Spanish+Cuisine&dwhere=Switzerland,,"Zweierstrasse 9, 8004 Zürich",Currently closed,,,044 241 83 21,http://www.emilio-restaurant.ch,
Restaurant Pinocchio,"Restaurant, Spanish cuisine, Restaurants according to speciality",https://www.local.ch/en/d/duebendorf/8600/restaurant/restaurant-pinocchio-AlZjyDGZzRTjau9HjeXKmw?dwhat=Spanish+Cuisine&dwhere=Switzerland,,"Wilstrasse 68, 8600 Dübendorf",Currently closed,,info@pinocchio-duebendorf.ch,043 819 15 19,https://www.pinocchio-duebendorf.ch,
Restaurant Pizzeria Le Yacht,"Restaurant, Pizzeria, Pizza Take Away, Spanish cuisine, Restaurants according to speciality",https://www.local.ch/en/d/soyhieres/2805/restaurant/restaurant-pizzeria-le-yacht-RBNIV8gfMNEjhxKRPw6YUg?dwhat=Spanish+Cuisine&dwhere=Switzerland,5.0,"Chemin du Vorbourg 28, 2805 Soyhières",,,,032 422 16 77,,https://yellow.local.ch/fr/d/Soyhieres/2805/Cafe-Restaurant/Restaurant-Pizzeria-Le-Yacht-RBNIV8gfMNEjhxKRPw6YUg
Restaurant Wolfbach,"Restaurant, Spanish cuisine, Restaurants according to speciality",https://www.local.ch/en/d/zuerich/8032/restaurant/restaurant-wolfbach-SmB6y9tdQSz4otWysvhybg?dwhat=Spanish+Cuisine&dwhere=Switzerland,4.6,"Wolfbachstrasse 35, 8032 Zürich",Currently closed,,info@wolfbach-zh.ch,043 433 00 88,http://www.wolfbach-zh.ch,
Toro Bar,"Bar, Spanish cuisine, Restaurants according to speciality",https://www.local.ch/en/d/zuerich/8004/bar/toro-bar-Ljf4h79bF0w712-1K1eOPQ?dwhat=Spanish+Cuisine&dwhere=Switzerland,4.3,"Schöneggstrasse 25, 8004 Zürich",Currently closed,,info@torobar.com,044 291 52 55,http://www.torobar.com,
le Shogun,"Restaurant, Japanese cuisine, Restaurants according to speciality",https://www.local.ch/en/d/geneve/1207/restaurant/le-shogun-hmUbb1NYO5v-K2hYBUtAJQ?dwhat=Japanese+Cuisine&dwhere=Switzerland,4.6,"Rue du 31-Décembre 16, 1207 Genève",Currently closed,,restaurant.shogun@live.fr,022 736 93 06,http://www.shogun-geneve.ch,
Edo Restaurant Japonais,"Restaurant, Japanese cuisine, Restaurants according to speciality",https://www.local.ch/en/d/randogne/3975/restaurant/edo-restaurant-japonais-gEn499AO3F3uxQLIvyJKeg?dwhat=Japanese+Cuisine&dwhere=Switzerland,4.9,"Route Cantonale Sierre-Montana 43, 3975 Randogne",Currently closed,,,027 481 70 00,http://www.edo-tokyo.ch,https://edo-tokyo.ch/reserve
Fujiya of Japan,"Restaurant, Sushi, Japanese cuisine, Restaurants according to speciality",https://www.local.ch/en/d/zuerich/8002/restaurant/fujiya-of-japan-vO07-PdHr_vlyRPoUUHeGw?dwhat=Japanese+Cuisine&dwhere=Switzerland,4.0,"Tessinerplatz 5, 8002 Zürich",Currently closed,,,044 208 15 55,http://www.fujiya.ch,https://www.ascot.ch/de/die-restaurants/fujiya-of-japan
Honkaku,"Japanese cuisine, Restaurants according to speciality, Sushi",https://www.local.ch/en/d/geneve/1207/japanese-cuisine/honkaku-4rU5T_OJIJpRUy4J6ut8Jw?dwhat=Japanese+Cuisine&dwhere=Switzerland,4.6,"Rue de Montchoisy 21, 1207 Genève",,,,022 736 33 66,https://www.honkaku.ch,
Hot Wok,"Restaurant, Catering, Takeout, Chinese cuisine, Restaurants according to speciality, Thai cuisine, Indian cuisine, Japanese cuisine",https://www.local.ch/en/d/regensdorf/8105/restaurant/hot-wok-0WgQmPQL54_F5X3p-TPrNw?dwhat=Japanese+Cuisine&dwhere=Switzerland,4.3,"Roosstrasse 40, 8105 Regensdorf",Currently closed,,info@hotwok.ch,044 840 54 07,http://www.hotwok.ch,https://booking.localsearch.ch/bookings/hot-wok-gmbh/locations?locale=de-CH&origin=standalone
Japigo,"Takeout, Sushi, Restaurant, Japanese cuisine, Restaurants according to speciality",https://www.local.ch/en/d/bern/3011/takeout/japigo-rWVoP5b6MQvS4rtpi4NF6Q?dwhat=Japanese+Cuisine&dwhere=Switzerland,4.4,"Spitalgasse 33, 3011 Bern",Currently closed,,yokoso@japigo.ch,031 302 01 00,http://www.japigo.ch,
Kyo Sushi Restaurant,"Sushi, Japanese cuisine, Restaurants according to speciality",https://www.local.ch/en/d/geneve/1202/sushi/kyo-sushi-restaurant-ppp2rxkr3y6S1DAFRAdwYg?dwhat=Japanese+Cuisine&dwhere=Switzerland,3.1,"Rue du Grand-Pré 55, 1202 Genève",Currently closed,,,022 733 92 98,http://www.kyosushigeneve.ch,
Le Duo Thaï & Sushi,"Sushi, Japanese cuisine, Restaurants according to speciality, Takeout, Thai cuisine, Restaurant",https://www.local.ch/en/d/lausanne/1005/sushi/le-duo-thai-sushi-ea5NBNkwVw6KYl-9Npj8uA?dwhat=Japanese+Cuisine&dwhere=Switzerland,4.7,"Rue Mathurin-Cordier 13, 1005 Lausanne",Currently closed,,,021 324 02 02,http://www.le-duo.ch,
LY'S ASIA,"Restaurant, Chinese cuisine, Restaurants according to speciality, Thai cuisine, Japanese cuisine, Takeout",https://www.local.ch/en/d/zuerich/8005/restaurant/ly-s-asia-1yn3dxRFxQ7vSTsaTjimJQ?dwhat=Japanese+Cuisine&dwhere=Switzerland,4.3,"Zahnradstrasse 21, 8005 Zürich",Currently closed,,contact@lys-asia.ch,044 999 08 08,https://www.lys-asia.ch,
Misuji,"Japanese cuisine, Restaurants according to speciality, Restaurant, Caterer, Takeout, Sushi",https://www.local.ch/en/d/geneve/1205/japanese-cuisine/misuji-MommaYH_R42u4JnVliUjNQ?dwhat=Japanese+Cuisine&dwhere=Switzerland,4.6,"Boulevard du Pont-d'Arve 49, 1205 Genève",Currently closed,,,022 320 10 00,http://www.misuji.ch,
Casa Ferlin,"Restaurant, Italian cuisine, Restaurants according to speciality",https://www.local.ch/en/d/zuerich/8006/restaurant/casa-ferlin-GXvPAor1ifNfpF0U5PTG0w?dwhat=Italien+Cuisine&dwhere=Switzerland,4.8,"Stampfenbachstrasse 38, 8006 Zürich",Currently closed,,,044 362 35 09,http://www.casaferlin.ch,
Croix-Verte,"Restaurant, Pizzeria, Italian cuisine, Restaurants according to speciality, Takeout",https://www.local.ch/en/d/nyon/1260/restaurant/croix-verte-46U64QUgR066MQt4eGdLyw?dwhat=Italien+Cuisine&dwhere=Switzerland,4.2,"Rue Perdtemps 7, 1260 Nyon",Currently closed,,croixvertenyon@gmail.com,022 361 15 39,http://www.croixverte.ch,
Restaurant Alten Löwen,"Restaurant, Swiss cuisine, Restaurants according to speciality, Italian cuisine, Midday table",https://www.local.ch/en/d/zuerich/8006/restaurant/restaurant-alten-loewen-c7cMiFxw1uc9_3UnmxjYrw?dwhat=Italien+Cuisine&dwhere=Switzerland,4.3,"Universitätstrasse 111, 8006 Zürich",Currently closed,,info@altenloewen.ch,043 343 11 69,http://www.altenloewen.ch,https://altenloewen.ch/reservation
Accademia Del Gusto,"Restaurant, Italian cuisine, Restaurants according to speciality",https://www.local.ch/en/d/zuerich/8004/restaurant/accademia-del-gusto-Z74C2bLqcnEf5-UoFzOR7g?dwhat=Italien+Cuisine&dwhere=Switzerland,4.6,"Rotwandstrasse 48, 8004 Zürich",Currently closed,,,044 241 42 02,http://accademiadelgusto.ch/,
Al Ponte - Restaurant Pizzeria Terrasse,"Restaurant, Pizzeria, Takeout, Banquet, Swiss cuisine, Restaurants according to speciality, Italian cuisine",https://www.local.ch/en/d/adliswil/8134/restaurant/al-ponte-restaurant-pizzeria-terrasse-OlwGf8T0Dya9-TQmqYqcFA?dwhat=Italien+Cuisine&dwhere=Switzerland,4.9,"Kronenstrasse 4, 8134 Adliswil",Currently closed,,info@alponte-adliswil.ch,044 709 05 45,http://www.alponte-adliswil.ch,
Anema e Core,"Italian cuisine, Restaurants according to speciality",https://www.local.ch/en/d/viganello/6962/italian-cuisine/anema-e-core-TijI5kzb4VE7zmA1xgoe9w?dwhat=Italien+Cuisine&dwhere=Switzerland,4.4,"Via Pietro Capelli 2, 6962 Viganello",Currently closed,,events@spaghettigastrogroup.com,091 971 24 36,,https://booking.localsearch.ch/widget/spaghetti-store?locale=it
